Category,Name,Weight,Price,Store
Soft Drinks,Softlux Cocktail Serviette 2ply,50.00 pcs,Rs. 340.00,Cargills
Coca Cola,Coca Cola-PET,1 Unit,Rs. 500.00,Cargills
Coca Cola,Coca Cola-PET,1 Unit,Rs. 200.00,Cargills
Coca Cola,Coca Cola Zero,1 Unit,Rs. 300.00,Cargills
EGB,Embrace EDP Paris Men Only,100.00 ml,"Rs. 1,250.00",Cargills
EGB,Embrace EDP Executive Classic,100.00 ml,"Rs. 1,250.00",Cargills
EGB,Embrace EDP Nikita Fantacy,100.00 ml,"Rs. 1,250.00",Cargills
EGB,"Embrace EDP Classic No.1, Paris",100.00 ml,"Rs. 1,250.00",Cargills
EGB,Delmege Delizia Pasta Elbow,400.00 g,Rs. 352.00,Cargills
EGB,Happy Hen Eggs M,1 Unit,Rs. 520.00,Cargills
EGB,Nel Farm Brown Eggs Large,10.00 pcs,Rs. 560.00,Cargills
EGB,Roza Elbow,400.00 g,Rs. 460.00,Cargills
EGB,Star Brand Egg Yellow Colouring,28.00 ml,Rs. 205.00,Cargills
EGB,Sooper Vegan Eggless Chocolate Mousse,100.00 g,Rs. 870.00,Cargills
EGB,Embrace EDP Ferrera VIP Rose,100.00 ml,"Rs. 1,250.00",Cargills
EGB,Embrace EDP Dakar,100.00 ml,"Rs. 1,250.00",Cargills
EGB,Embrace EDP Active Code,100.00 ml,"Rs. 1,250.00",Cargills
EGB,"Arogya Farm Omega 3+DHA Rich Eggs, Medium",10.00 pcs,Rs. 575.00,Cargills
EGB,Havana Brown Egg Medium,10.00 pcs,Rs. 510.00,Cargills
EGB,"Havana Brown Egg Large, 10.00 pcs",10.00 pcs,Rs. 530.00,Cargills
Apples,Green Apple,700.00 g,"Rs. 1,393.00",Cargills
Apples,Royal Gala Apple,700.00 g,"Rs. 1,260.00",Cargills
Apples,USA Red Apple,700.00 g,"Rs. 1,169.00",Cargills
Apples,Elephant Twistee Apple,200.00 ml,Rs. 130.00,Cargills
Apples,Star Brand Apple Colouring,28.00 ml,Rs. 205.00,Cargills
Banana,Cavendish Banana,1.00 kg,Rs. 431.00,Cargills
Banana,"Golden Cow Rusk, Banana",125.00 g,Rs. 430.00,Cargills
Banana,Batana,500.00 g,Rs. 440.00,Cargills
Papaya,Bees Line Papaya Leaves Capsule,60.00 pcs,Rs. 981.00,Cargills
Pineapple,Pineapple,1.25 kg,Rs. 400.00,Cargills
Pineapple,Mc Currie Pineapple Chutney,450.00 g,"Rs. 1,195.00",Cargills
Mango,Kist Mango Chutney,460.00 g,Rs. 467.50,Cargills
Mango,Yeti Isotonic Green Mango and Citrus,500.00 ml,Rs. 350.00,Cargills
Mango,Hosen Mango In Syrup,425.00 g,"Rs. 1,689.00",Cargills
Mango,MD Spicy Mango Chutney,460.00 g,Rs. 650.00,Cargills
Mango,T. J .C. Mango,1.00 kg,Rs. 530.00,Cargills
Mango,Karthakolomban Mango,1.00 kg,Rs. 490.00,Cargills
