Category,Name,Weight,Price,Store
Soft Drinks,Elephant House Carbonated Soft Drink Lemonade 1.5L,1.5L,350,Glomark
Soft Drinks,Elephant House Carbonated Soft Drink Egb 1.5L,1.5L,400,Glomark
Soft Drinks,Cheers King Cola Flavour 325Ml,325Ml,450,Glomark
Soft Drinks,F&N Fruit Tree Apple & Aloe Drink 300Ml,300Ml,525,Glomark
Soft Drinks,F&N Fruit Tree Mango & Nata De Coco Drink 300Ml,300Ml,525,Glomark
Soft Drinks,Cheers Cream Soda Flavour 325Ml,325Ml,450,Glomark
Soft Drinks,Coca-Cola Zero Pet 2L,2L,300,Glomark
Coca Cola,Coca Cola Pet 1050Ml,1050Ml,300,Glomark
Coca Cola,Coca Cola Can 250Ml,250Ml,300,Glomark
Coca Cola,Coca-Cola Pet 400Ml,400Ml,200,Glomark
Coca Cola,Coca Cola Pet 1.5L,1.5L,420,Glomark
Coca Cola,Coca-Cola Zero Pet 2L,2L,300,Glomark
Coca Cola,Coca-Cola Light Pet 400Ml,400Ml,100,Glomark
Coca Cola,Coca-Cola Zero Pet 400Ml,400Ml,200,Glomark
Coca Cola,Coca Cola Zero Coke 320Ml,320Ml,525,Glomark
Coca Cola,Coca Cola Vanilla Can 320Ml,320Ml,550,Glomark
Coca Cola,SPRITE PET 1050ML,1050ML,300,Glomark
Coca Cola,Sprite Pet 1.5L,1.5L,420,Glomark
EGB,Elephant House Carbonated Soft Drink Egb 500Ml,500Ml,200,Glomark
EGB,Elephant House Carbonated Soft Drink Egb 1L,1L,300,Glomark
EGB,Elephant House Carbonated Soft Drink Egb 1.5L,1.5L,400,Glomark
Banana,Banana Bread,1 Unit,850,Glomark
Banana,Banana Muffin,1 Unit,230,Glomark
Banana,Banana - Ambul,1 Unit,25,Glomark
Banana,Banana - Ambun,1 Unit,156,Glomark
Banana,Banana - Kolikuttu,1 Unit,33,Glomark
Banana,Banana - Seeni,1 Unit,60,Glomark
Banana,DAILY MILK BANANA 180ML,180ML,130,Glomark
Banana,Sante Muesli Bar Banana 200G,200G,1790,Glomark
Banana,Little Lion Golden Cow Rusk Banana 70G,70G,300,Glomark
Banana,Little Lion Golden Cow Rusk Banana 125G,125G,430,Glomark
Banana,Pet A Lot Papaya & Banana Biscuit Bones 200G,200G,695,Glomark
Banana,Luv Sl Kids Unisex Pink Monkey Love Banana PrintedSlippers,1 Unit,1400,Glomark
Banana,Luv Sl Unisex Kids Navy Jazz Monkey With Banana Jacket,1 Unit,4440,Glomark
Banana,Luv Sl Kids Unisex Green Monkey Love Banana Printed Slippers,1 Unit,1400,Glomark
Papaya,Papaya Tanin,1 Unit,600,Glomark
Papaya,Nootz Coconut Papaya Smoothie 180Ml,180Ml,296.25,Glomark
Papaya,Sante Tropical Muesli Dates Pineapple Papaya 350G,350G,1995,Glomark
Papaya,Pet A Lot Papaya & Banana Biscuit Bones 200G,200G,695,Glomark
Papaya,Nature'S Secrets Body Lotion Brightening Care With Papaya & Vitamin B3 100Ml,100Ml,400,Glomark
Pineapple,Pineapple,1 Unit,440,Glomark
Pineapple,Kico Pineapple 200Ml,200Ml,160,Glomark
Pineapple,Delight Dehydrated Pineapple 40G,40G,1365,Glomark
Pineapple,Frutail Pineapple Juice 1L,1L,1720,Glomark
Pineapple,Lacnor Pineapple Juice 1L,1L,1600,Glomark
Pineapple,KIST PINEAPPLE JAM 300G,300G,350,Glomark
Pineapple,JANRICH PINEAPPLE KOCHCHI SAUCE 100ML,100ML,360,Glomark
Pineapple,Barbican Non Alchoholic Beer Pineapple 330Ml,330Ml,785,Glomark
Pineapple,Finch Ceylon Hot Sauce Pineapple 180Ml,180Ml,990,Glomark
Pineapple,Bfresh Chilli Pineapple Fruit Juice 200Ml,200Ml,450,Glomark
Pineapple,Lia Pineapple Incense Sticks 22 Sticks,1 Unit,150,Glomark
Pineapple,Nootz C/Nut Pineapple Smoothie 180Ml,180Ml,371.25,Glomark
Pineapple,Sante Tropical Muesli Dates Pineapple Papaya 350G,350G,1995,Glomark
Pineapple,Luv Sl Neck Pillow Pillow Pineapple And Avocado,1 Unit,2920,Glomark
Pineapple,Gindara Marinade Mango And Pineapple Hot Sauce 260G,260G,690,Glomark
Pineapple,Sooper Vegan Real Fruit Pineapple Soy Milk Powder 160G,160G,1490,Glomark
Mango,Mango - Tjc,1 Unit,58,Glomark
Mango,Sunquick Mango 700Ml,700Ml,1280,Glomark
Mango,Mango Topacio Blouse,1 Unit,13462.5,Glomark
Mango,Sunquick Mango 300Ml,300Ml,680,Glomark
Mango,Mango - K/C,1 Unit,36,Glomark
Mango,Mango Leaf-H Top,1 Unit,10837.5,Glomark
Mango,Mango Women's Bruno Short,1 Unit,11242.5,Glomark
Mango,Mango Flowy Printed Trousers,1 Unit,13492.5,Glomark
Mango,Mango Floral Crop Top,1 Unit,11242.5,Glomark
Mango,Mango Fitted Satin Dress,1 Unit,22492.5,Glomark
Mango,Mango Lace Combination Blouse,1 Unit,22492.5,Glomark
Mango,Mango Paisley Print Blouse,1 Unit,20992.5,Glomark
Mango,Mango Geometric Print Shirt,1 Unit,14992.5,Glomark
Mango,Rasarco Mango Essence 30Ml,30Ml,315,Glomark
Mango,Bfresh Mango Passionade 1L,1L,1750,Glomark
Mango,Oristor Mango Pickle 225G,225G,520,Glomark
Mango,Tg Chilli Mango 30G,30G,395,Glomark
Mango,Md Mango Jam 500g,500g,600,Glomark
